,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,orientation,axis_major_length,axis_minor_length,area,area_filled,real_area,kmeans_label,circle_class,pixel_count,composite_image_path,species,vial,subset,composite_image_number,segmented_image_name
813,3178.966159,2202.23954,2873,1951,3461,2413,-0.495207853,584.7390415,214.3439849,84896,84925,2.377552263,0,non_circle,84993,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0042.JPG,Coccotypes_dactyliperda,16298.0,10,42,Coccotypes_dactyliperda_16298_10_0042_13
814,2606.537543,1642.138786,2373,1333,2799,1928,-1.182731322,548.979728,214.1969868,85902,86108,2.377882314,1,non_circle,85904,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0041.JPG,Coccotypes_dactyliperda,16298.0,10,41,Coccotypes_dactyliperda_16298_10_0041_11
815,2621.079118,2480.938828,2408,2194,2838,2786,1.10239505,566.4436359,208.1194143,85922,86037,2.379385245,1,non_circle,85928,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0048.JPG,Coccotypes_dactyliperda,16298.0,10,48,Coccotypes_dactyliperda_16298_10_0048_7
816,2606.539885,1793.388781,2299,1636,2916,1982,-0.003677718,561.7370777,219.7702906,85120,85513,2.380066456,1,non_circle,85120,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0047.JPG,Coccotypes_dactyliperda,16298.0,10,47,Coccotypes_dactyliperda_16298_10_0047_10
817,1763.000258,2208.057181,1504,1937,1986,2501,0.990736662,548.3105235,212.789974,85343,85910,2.386301828,1,non_circle,85343,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0047.JPG,Coccotypes_dactyliperda,16298.0,10,47,Coccotypes_dactyliperda_16298_10_0047_5
818,1990.173103,918.4937768,1683,700,2284,1133,0.373398795,541.2110933,211.0945265,84603,86019,2.388910888,1,non_circle,84647,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0044.JPG,Coccotypes_dactyliperda,16298.0,10,44,Coccotypes_dactyliperda_16298_10_0044_7
819,2709.26347,1049.67224,2415,806,2994,1270,-0.540464486,578.1920511,213.0861849,85410,85428,2.389453167,1,non_circle,85477,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0050.JPG,Coccotypes_dactyliperda,16298.0,10,50,Coccotypes_dactyliperda_16298_10_0050_8
820,701.5913226,1806.618684,457,1530,953,2072,0.905566161,547.9312974,212.8261649,85302,85448,2.391203334,0,non_circle,85481,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0042.JPG,Coccotypes_dactyliperda,16298.0,10,42,Coccotypes_dactyliperda_16298_10_0042_3
821,1555.588942,1681.880998,1273,1422,1875,1902,0.540129939,591.7000892,214.4293583,86377,86377,2.391639619,1,non_circle,86401,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0041.JPG,Coccotypes_dactyliperda,16298.0,10,41,Coccotypes_dactyliperda_16298_10_0041_5
822,1983.938529,896.2819983,1687,664,2264,1110,0.464445904,541.3427716,206.2197599,83731,84115,2.391755247,1,non_circle,83787,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0043.JPG,Coccotypes_dactyliperda,16298.0,10,43,Coccotypes_dactyliperda_16298_10_0043_8
823,1831.311617,3010.734597,1663,2712,2001,3333,-1.49580567,555.6731095,203.4535085,84238,84272,2.393189392,1,non_circle,84695,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0046.JPG,Coccotypes_dactyliperda,16298.0,10,46,Coccotypes_dactyliperda_16298_10_0046_6
824,3546.155377,2285.63083,3325,1993,3793,2570,1.021991354,578.3723026,214.8229878,85592,85608,2.393991187,1,non_circle,85618,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0047.JPG,Coccotypes_dactyliperda,16298.0,10,47,Coccotypes_dactyliperda_16298_10_0047_14
825,2725.671098,751.0288059,2445,483,3048,976,0.567638695,610.9441973,214.6633821,86649,86763,2.398698195,1,non_circle,86656,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0041.JPG,Coccotypes_dactyliperda,16298.0,10,41,Coccotypes_dactyliperda_16298_10_0041_12
826,1171.625579,724.8376429,1011,401,1366,1049,1.454924245,609.7838695,209.363277,85663,85663,2.398929688,1,non_circle,85816,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0050.JPG,Coccotypes_dactyliperda,16298.0,10,50,Coccotypes_dactyliperda_16298_10_0050_3
827,3873.739006,1749.016294,3580,1535,4190,1955,0.260102052,549.6110786,215.5275296,86412,87001,2.399986942,1,non_circle,86672,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0048.JPG,Coccotypes_dactyliperda,16298.0,10,48,Coccotypes_dactyliperda_16298_10_0048_12
828,461.4746043,1238.170498,143,966,749,1445,-0.458476264,608.7046663,216.6656646,85743,85743,2.400660479,1,non_circle,85923,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0045.JPG,Coccotypes_dactyliperda,16298.0,10,45,Coccotypes_dactyliperda_16298_10_0045_0
829,464.9056646,1040.680855,234,754,728,1308,0.93701608,549.5266224,213.193392,85143,86082,2.402909019,1,non_circle,85143,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0044.JPG,Coccotypes_dactyliperda,16298.0,10,44,Coccotypes_dactyliperda_16298_10_0044_1
830,3872.276256,3056.812774,3578,2845,4195,3263,0.186781799,551.3207614,218.0344092,86847,86971,2.403891966,0,non_circle,86963,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0049.JPG,Coccotypes_dactyliperda,16298.0,10,49,Coccotypes_dactyliperda_16298_10_0049_15
831,1234.9027,2459.771258,928,2252,1520,2675,0.477196233,566.280261,206.3285504,85087,85101,2.40437899,1,non_circle,85091,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0046.JPG,Coccotypes_dactyliperda,16298.0,10,46,Coccotypes_dactyliperda_16298_10_0046_3
832,2766.506715,2209.078081,2534,1974,3001,2442,-1.390048558,369.0864436,368.0607191,103879,105333,3.141592654,1,circle,106662,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_1\IMG_0033.JPG,Coccotypes_dactyliperda,16298.0,1,33,Coccotypes_dactyliperda_16298_1_0033_12
833,4166.014856,3289.121341,3843,3111,4490,3504,-0.243041369,610.1447549,212.6581333,86228,86242,2.409210019,1,non_circle,86229,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0045.JPG,Coccotypes_dactyliperda,16298.0,10,45,Coccotypes_dactyliperda_16298_10_0045_17
834,870.5374731,640.2824306,556,455,1189,862,0.294234749,601.3821614,208.6729331,87009,87022,2.409484767,1,non_circle,87015,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0048.JPG,Coccotypes_dactyliperda,16298.0,10,48,Coccotypes_dactyliperda_16298_10_0048_1
835,2588.729598,482.662369,2309,269,2881,700,0.490546587,548.0566337,206.0617798,85395,85398,2.410020973,1,non_circle,85395,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0044.JPG,Coccotypes_dactyliperda,16298.0,10,44,Coccotypes_dactyliperda_16298_10_0044_10
836,1957.564346,463.2806268,1656,205,2244,693,-0.594479664,581.1543935,206.8856469,86346,86372,2.414458864,1,non_circle,86350,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0047.JPG,Coccotypes_dactyliperda,16298.0,10,47,Coccotypes_dactyliperda_16298_10_0047_6
837,479.8687386,1042.008697,259,749,741,1314,0.994014846,549.7597071,211.8275205,84625,85621,2.41567651,1,non_circle,84625,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0043.JPG,Coccotypes_dactyliperda,16298.0,10,43,Coccotypes_dactyliperda_16298_10_0043_1
838,1546.226838,815.8802891,1273,550,1803,1066,-0.734743074,548.0746787,213.4536099,85506,86043,2.416105463,1,non_circle,85506,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0046.JPG,Coccotypes_dactyliperda,16298.0,10,46,Coccotypes_dactyliperda_16298_10_0046_4
839,3821.656352,1872.781637,3600,1594,4107,2175,-1.01158558,575.5530825,213.4616073,86411,86462,2.416362575,1,non_circle,86485,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0045.JPG,Coccotypes_dactyliperda,16298.0,10,45,Coccotypes_dactyliperda_16298_10_0045_15
840,2483.608011,1891.967621,2182,1697,2810,2056,0.00689063,560.6405127,210.6508202,86630,86649,2.421796339,1,non_circle,86634,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0050.JPG,Coccotypes_dactyliperda,16298.0,10,50,Coccotypes_dactyliperda_16298_10_0050_6
841,3489.286414,211.96189,3219,0,3758,466,-0.755059093,555.5599594,210.7799346,85778,85779,2.422325782,1,non_circle,85831,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0044.JPG,Coccotypes_dactyliperda,16298.0,10,44,Coccotypes_dactyliperda_16298_10_0044_15
842,581.4858822,2544.26705,315,2253,778,2864,1.18776052,574.6976928,208.3609557,87478,87510,2.423883803,1,non_circle,87535,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0048.JPG,Coccotypes_dactyliperda,16298.0,10,48,Coccotypes_dactyliperda_16298_10_0048_0
843,3485.137161,939.9164377,3207,698,3753,1191,-0.674976968,560.7662536,212.9647973,87707,87756,2.424458133,0,non_circle,87707,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0049.JPG,Coccotypes_dactyliperda,16298.0,10,49,Coccotypes_dactyliperda_16298_10_0049_13
844,2571.484553,459.0200784,2290,250,2867,672,0.460134455,547.8190622,205.2001116,84967,84990,2.425439126,1,non_circle,84967,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0043.JPG,Coccotypes_dactyliperda,16298.0,10,43,Coccotypes_dactyliperda_16298_10_0043_11
845,3271.1592,3125.955232,3012,2826,3511,3397,-0.891290915,598.0776434,204.7651772,87764,87815,2.42961753,1,non_circle,87773,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0041.JPG,Coccotypes_dactyliperda,16298.0,10,41,Coccotypes_dactyliperda_16298_10_0041_14
846,2492.175756,1965.54057,2279,1651,2690,2257,-1.13915681,569.5105342,206.8689069,87872,87876,2.431230595,0,non_circle,87952,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0049.JPG,Coccotypes_dactyliperda,16298.0,10,49,Coccotypes_dactyliperda_16298_10_0049_9
847,2113.375157,2456.002589,1795,2292,2444,2657,0.126556502,603.1784155,210.1279284,86913,86929,2.431401263,0,non_circle,86918,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0042.JPG,Coccotypes_dactyliperda,16298.0,10,42,Coccotypes_dactyliperda_16298_10_0042_8
848,1650.43395,1721.250857,1471,1387,1929,2032,1.353352656,611.3911903,220.3625378,88054,88170,2.434354219,0,non_circle,88065,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0049.JPG,Coccotypes_dactyliperda,16298.0,10,49,Coccotypes_dactyliperda_16298_10_0049_5
849,2521.82981,814.818378,2194,603,2821,1011,-0.383814496,600.2173538,201.8452779,87126,87172,2.436492374,1,non_circle,87138,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0047.JPG,Coccotypes_dactyliperda,16298.0,10,47,Coccotypes_dactyliperda_16298_10_0047_8
850,2919.116906,607.0705666,2634,398,3229,843,-0.467570849,568.646514,212.2940698,87010,87226,2.436772177,0,non_circle,87110,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0042.JPG,Coccotypes_dactyliperda,16298.0,10,42,Coccotypes_dactyliperda_16298_10_0042_11
851,2696.069725,2474.072655,2464,2241,2929,2708,-1.461400214,369.147358,366.336711,103420,104876,3.141592654,1,circle,105678,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_1\IMG_0034.JPG,Coccotypes_dactyliperda,16298.0,1,34,Coccotypes_dactyliperda_16298_1_0034_11
852,1135.710185,1861.021266,825,1654,1438,2110,0.441005866,606.6077578,215.3195047,87228,87235,2.437932002,1,non_circle,87257,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0045.JPG,Coccotypes_dactyliperda,16298.0,10,45,Coccotypes_dactyliperda_16298_10_0045_1
853,3472.655477,208.5116056,3200,0,3728,459,-0.738076824,555.3957125,209.5794404,85347,85348,2.43857013,1,non_circle,85427,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0043.JPG,Coccotypes_dactyliperda,16298.0,10,43,Coccotypes_dactyliperda_16298_10_0043_16
854,3211.109954,1437.495686,3034,1121,3403,1765,1.34612519,598.9855735,205.6697255,88082,88109,2.439113552,1,non_circle,88085,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0048.JPG,Coccotypes_dactyliperda,16298.0,10,48,Coccotypes_dactyliperda_16298_10_0048_10
855,1908.573404,331.853828,1572,152,2219,575,0.220767186,609.462179,214.4919591,86494,86587,2.441065215,1,non_circle,86495,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0044.JPG,Coccotypes_dactyliperda,16298.0,10,44,Coccotypes_dactyliperda_16298_10_0044_6
856,1850.429829,1837.831083,1559,1627,2174,2091,-0.468192118,602.1388263,212.845823,87558,87571,2.447737967,1,non_circle,87562,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0050.JPG,Coccotypes_dactyliperda,16298.0,10,50,Coccotypes_dactyliperda_16298_10_0050_4
857,1353.232676,1027.02517,1043,827,1664,1257,0.393601052,601.7086977,210.0478342,87525,87550,2.448320007,1,non_circle,87561,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0047.JPG,Coccotypes_dactyliperda,16298.0,10,47,Coccotypes_dactyliperda_16298_10_0047_4
858,3545.545447,3003.8291,3266,2724,3814,3255,-0.73296577,597.985276,204.1303865,87519,87600,2.448549023,0,non_circle,87531,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0042.JPG,Coccotypes_dactyliperda,16298.0,10,42,Coccotypes_dactyliperda_16298_10_0042_14
859,1893.71181,275.2338858,1557,99,2205,516,0.200591559,610.1221316,213.5040634,85794,85807,2.449217661,1,non_circle,85800,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0043.JPG,Coccotypes_dactyliperda,16298.0,10,43,Coccotypes_dactyliperda_16298_10_0043_7
860,3988.139604,1065.616898,3805,762,4212,1396,1.523437238,567.5450429,214.0824142,87598,87735,2.451311866,1,non_circle,87668,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0047.JPG,Coccotypes_dactyliperda,16298.0,10,47,Coccotypes_dactyliperda_16298_10_0047_16
861,1558.564602,785.5624613,1257,551,1847,1018,0.559072529,590.1538599,204.2131302,88767,88778,2.458856845,1,non_circle,88798,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0048.JPG,Coccotypes_dactyliperda,16298.0,10,48,Coccotypes_dactyliperda_16298_10_0048_4
862,2933.245939,2426.85524,2707,2149,3169,2721,1.010709679,562.005865,213.3558737,87973,88127,2.464202029,1,non_circle,88129,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0047.JPG,Coccotypes_dactyliperda,16298.0,10,47,Coccotypes_dactyliperda_16298_10_0047_11
863,3734.717903,944.1800453,3414,748,4030,1154,0.366160354,575.7835652,208.6408841,87328,87347,2.469821184,1,non_circle,87407,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0046.JPG,Coccotypes_dactyliperda,16298.0,10,46,Coccotypes_dactyliperda_16298_10_0046_16
864,3619.92165,3020.412042,3344,2789,3930,3285,-0.627498394,604.1302036,214.1138124,87530,87536,2.470331469,1,non_circle,87532,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0044.JPG,Coccotypes_dactyliperda,16298.0,10,44,Coccotypes_dactyliperda_16298_10_0044_16
865,4284.002299,3031.730812,4075,2723,4521,3339,-1.116371364,601.4545109,202.631511,87426,87496,2.470358059,1,non_circle,87426,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0046.JPG,Coccotypes_dactyliperda,16298.0,10,46,Coccotypes_dactyliperda_16298_10_0046_19
866,4639.478575,2814.756946,4309,2598,4960,2975,0.073825126,603.0288795,214.772957,88285,88296,2.47056554,1,non_circle,88425,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0045.JPG,Coccotypes_dactyliperda,16298.0,10,45,Coccotypes_dactyliperda_16298_10_0045_19
867,564.4304681,1043.214954,329,744,843,1314,0.911291837,582.9790668,226.9353804,89405,91108,2.475733566,1,non_circle,89439,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0041.JPG,Coccotypes_dactyliperda,16298.0,10,41,Coccotypes_dactyliperda_16298_10_0041_0
868,4011.052429,1018.949951,3695,833,4341,1180,-0.043315678,572.5459349,208.326514,88654,88667,2.476963725,1,non_circle,88654,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0045.JPG,Coccotypes_dactyliperda,16298.0,10,45,Coccotypes_dactyliperda_16298_10_0045_16
869,3073.534449,1712.057345,2765,1530,3387,1936,-0.272448597,578.4350958,216.4899035,87767,87839,2.479993546,1,non_circle,87767,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0046.JPG,Coccotypes_dactyliperda,16298.0,10,46,Coccotypes_dactyliperda_16298_10_0046_14
870,1201.262171,2494.816771,929,2264,1504,2770,-0.628280323,582.2730219,226.4812898,88774,89542,2.480400304,1,non_circle,88777,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0045.JPG,Coccotypes_dactyliperda,16298.0,10,45,Coccotypes_dactyliperda_16298_10_0045_3
871,2861.739515,1043.131249,2559,856,3194,1295,-0.303539418,602.4941364,210.4603184,87909,87934,2.485249266,1,non_circle,87953,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0046.JPG,Coccotypes_dactyliperda,16298.0,10,46,Coccotypes_dactyliperda_16298_10_0046_12
872,3294.975131,2165.995908,3063,1934,3529,2400,-0.334457525,368.7441836,367.4148695,103621,105073,3.141592654,1,circle,105710,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_1\IMG_0035.JPG,Coccotypes_dactyliperda,16298.0,1,35,Coccotypes_dactyliperda_16298_1_0035_12
873,3623.924024,3036.560088,3357,2799,3934,3308,-0.683012032,607.4003181,218.1774176,87106,87120,2.486669567,1,non_circle,87112,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0043.JPG,Coccotypes_dactyliperda,16298.0,10,43,Coccotypes_dactyliperda_16298_10_0043_17
874,1506.710681,980.6736631,1329,679,1701,1307,1.476009211,561.106118,213.9345148,88093,88140,2.48986112,1,non_circle,88224,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0044.JPG,Coccotypes_dactyliperda,16298.0,10,44,Coccotypes_dactyliperda_16298_10_0044_5
875,4416.426947,2338.577585,4245,2004,4646,2654,1.439693337,607.2395521,221.4784993,88477,88499,2.500620835,1,non_circle,88497,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0046.JPG,Coccotypes_dactyliperda,16298.0,10,46,Coccotypes_dactyliperda_16298_10_0046_20
876,2196.166375,2036.794568,1979,1731,2435,2322,1.097023681,560.6274751,216.353462,88433,88466,2.50098817,1,non_circle,88510,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0046.JPG,Coccotypes_dactyliperda,16298.0,10,46,Coccotypes_dactyliperda_16298_10_0046_8
877,1913.394245,1199.555463,1703,891,2123,1501,1.147477863,571.8440391,208.4621405,88582,88582,2.503022643,1,non_circle,88582,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0046.JPG,Coccotypes_dactyliperda,16298.0,10,46,Coccotypes_dactyliperda_16298_10_0046_7
878,1528.827505,1012.823743,1351,711,1723,1339,1.474106022,561.145189,213.13724,87707,87762,2.505709523,1,non_circle,87779,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0043.JPG,Coccotypes_dactyliperda,16298.0,10,43,Coccotypes_dactyliperda_16298_10_0043_6
879,473.8031664,1088.075132,305,772,675,1401,1.434734895,582.8161126,227.5008965,89629,91278,2.507178558,1,non_circle,89666,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0047.JPG,Coccotypes_dactyliperda,16298.0,10,47,Coccotypes_dactyliperda_16298_10_0047_0
880,627.6707688,358.6232708,319,127,949,530,0.125129693,581.8537139,228.1764629,89709,91620,2.510118711,0,non_circle,89732,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0042.JPG,Coccotypes_dactyliperda,16298.0,10,42,Coccotypes_dactyliperda_16298_10_0042_0
881,1305.840866,894.6664576,1125,588,1515,1227,-1.30742167,587.0291264,211.2861211,90873,90921,2.517254607,1,non_circle,90939,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0041.JPG,Coccotypes_dactyliperda,16298.0,10,41,Coccotypes_dactyliperda_16298_10_0041_4
882,2520.064072,1027.707599,2196,826,2833,1213,-0.227743636,596.0579612,217.6457365,91241,91249,2.524690557,0,non_circle,91333,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0049.JPG,Coccotypes_dactyliperda,16298.0,10,49,Coccotypes_dactyliperda_16298_10_0049_7
883,2605.182465,1920.556252,2387,1605,2829,2215,1.109201159,587.6018656,210.1521195,89650,89781,2.534867786,1,non_circle,89709,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0046.JPG,Coccotypes_dactyliperda,16298.0,10,46,Coccotypes_dactyliperda_16298_10_0046_10
884,3323.460311,2574.3421,3081,2286,3549,2884,1.048227093,596.4454704,218.1744894,91523,91533,2.535136335,1,non_circle,91585,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0041.JPG,Coccotypes_dactyliperda,16298.0,10,41,Coccotypes_dactyliperda_16298_10_0041_15
885,2134.311707,1501.044402,1827,1327,2470,1697,-0.214213498,585.6029643,213.1784892,90694,90759,2.541151546,1,non_circle,90881,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0047.JPG,Coccotypes_dactyliperda,16298.0,10,47,Coccotypes_dactyliperda_16298_10_0047_7
886,908.676745,259.4920599,617,9,1225,468,0.402700654,582.7597948,226.7365208,89168,91058,2.546387089,1,non_circle,89204,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0043.JPG,Coccotypes_dactyliperda,16298.0,10,43,Coccotypes_dactyliperda_16298_10_0043_2
887,2047.434983,2378.375197,1742,2176,2378,2564,0.281043507,586.7075839,210.3231564,90507,90520,2.556126466,1,non_circle,90572,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0044.JPG,Coccotypes_dactyliperda,16298.0,10,44,Coccotypes_dactyliperda_16298_10_0044_8
888,2498.848424,2585.596857,2191,2391,2821,2809,-0.347962012,592.495618,217.8273182,91769,94325,2.565085452,1,non_circle,91808,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0045.JPG,Coccotypes_dactyliperda,16298.0,10,45,Coccotypes_dactyliperda_16298_10_0045_7
889,2046.124025,2372.61565,1740,2180,2379,2553,0.254342673,587.2045804,209.4165517,89853,89908,2.567396695,1,non_circle,89940,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0043.JPG,Coccotypes_dactyliperda,16298.0,10,43,Coccotypes_dactyliperda_16298_10_0043_9
890,1109.66988,653.0023855,835,416,1415,933,-0.654922012,595.8273518,222.5521553,92224,92395,2.578703581,1,non_circle,92224,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0047.JPG,Coccotypes_dactyliperda,16298.0,10,47,Coccotypes_dactyliperda_16298_10_0047_3
891,3207.592381,1561.224969,2938,1316,3508,1831,-0.679776617,596.2977587,217.8928732,91355,91380,2.582514072,1,non_circle,91507,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0044.JPG,Coccotypes_dactyliperda,16298.0,10,44,Coccotypes_dactyliperda_16298_10_0044_13
892,2631.685036,3128.026642,2393,2851,2891,3429,-0.940991963,592.5726919,217.2666507,91585,94122,2.588724791,1,non_circle,91615,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0046.JPG,Coccotypes_dactyliperda,16298.0,10,46,Coccotypes_dactyliperda_16298_10_0046_11
893,3159.635858,1877.881423,2928,1643,3393,2112,1.566598663,369.5689097,365.7218698,103325,104787,3.141592654,1,circle,106634,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_1\IMG_0036.JPG,Coccotypes_dactyliperda,16298.0,1,36,Coccotypes_dactyliperda_16298_1_0036_14
894,3184.726103,1568.881678,2923,1318,3481,1847,-0.731960497,597.87384,214.8157182,90355,90360,2.594515072,1,non_circle,90890,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0043.JPG,Coccotypes_dactyliperda,16298.0,10,43,Coccotypes_dactyliperda_16298_10_0043_14
895,2816.954813,994.4089479,2579,696,3055,1283,0.990112707,581.6508598,214.8580443,93765,93797,2.596423015,1,non_circle,93766,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16298\Subset_10\IMG_0048.JPG,Coccotypes_dactyliperda,16298.0,10,48,Coccotypes_dactyliperda_16298_10_0048_8
